domain_id,domain_name,hierarchy,xfold
000143792,e3s8iA1,1.1.1.3,1
000000000,e2nmzA1,1.1.1.4,1
000000002,e4fivA1,1.1.1.4,1
000000003,e2rspA1,1.1.1.4,1
000000004,e2fmbA1,1.1.1.4,1
000000005,e1nsoA1,1.1.1.4,1
001171828,e4exhB2,1.1.1.4,1
001391176,e3doxA1,1.1.1.4,1
001401574,e3wsjA1,1.1.1.4,1
000198976,e2jysA1,1.1.1.5,1
002765407,e7o0hB4,1.1.1.5,1
001107977,e1t6eX1,1.1.1.6,1
001698601,e3aupA1,1.1.1.6,1
001088772,e1t6eX3,1.1.1.8,1
001698602,e3aupA2,1.1.1.8,1
000000017,e2pmaA1,1.1.1.11,1
001697187,e5c9fD1,1.1.1.16,1
000000267,e1udzA1,1.1.1.28,1
000000268,e1ffyA1,1.1.1.28,1
002321120,e4aq7A2,1.1.1.28,1
002697215,e6ldkA2,1.1.1.28,1
001088770,e1smrA3,1.1.1.30,1
000020633,e1b5f.1,1.1.1.30,1
001248906,e4aucA2,1.1.1.30,1
002125379,e5nfgA2,1.1.1.30,1
001694961,e4rldA1,1.1.1.30,1
001088774,e1wkrA3,1.1.1.30,1
001088780,e2bjuA3,1.1.1.30,1
001568677,e4zl4A2,1.1.1.30,1
000000270,e1h3nA1,1.1.1.31,1
001510628,e3pz6A1,1.1.1.31,1
001564250,e5aghA1,1.1.1.31,1
001564252,e5agjA1,1.1.1.31,1
001843725,e5fodA1,1.1.1.31,1
001870482,e5fogA1,1.1.1.31,1
000000269,e1wkaA1,1.1.1.31,1
002337291,e1wz2A3,1.1.1.31,1
002486442,e5ah5A7,1.1.1.31,1
001144169,e3vcm.1,1.1.1.37,1
001070006,e4ehcA1,1.1.1.40,1
000185495,e3qvcA1,1.1.1.43,1
001323411,e4obz.1,1.1.1.43,1
001322884,e4oc6B1,1.1.1.43,1
001088760,e1dpjA3,1.1.1.45,1
001088761,e1j71A2,1.1.1.45,1
001088764,e1mppA2,1.1.1.45,1
001088768,e1oewA3,1.1.1.45,1
001568670,e2aprA3,1.1.1.45,1
001088781,e2qp8A2,1.1.1.45,1
002599549,e6rowE1,1.1.1.45,1
002863428,e7tbdB1,1.1.1.45,1
000000011,e1htr.1,1.1.1.46,1
001088759,e1dpjA2,1.1.1.46,1
001088763,e1mppA1,1.1.1.46,1
001088769,e1smrA2,1.1.1.46,1
001088779,e2bjuA2,1.1.1.46,1
000020623,e1uh9A1,1.1.1.46,1
001546151,e4oc6A1,1.1.1.46,1
001568668,e1j71A1,1.1.1.46,1
001568669,e2aprA2,1.1.1.46,1
001088773,e1wkrA2,1.1.1.46,1
001088782,e2qp8A3,1.1.1.46,1
001694962,e4rldA2,1.1.1.46,1
001567460,e4zl4A1,1.1.1.46,1
002599550,e6rowE2,1.1.1.46,1
002723108,e6r5hA1,1.1.1.46,1
002863429,e7tbdB2,1.1.1.46,1
002771297,e6zz2A1,1.1.1.49,1
002798737,e7n4nA1,1.1.1.49,1
000000038,e2pnwA1,1.1.2.1,1
000000039,e2ae0X1,1.1.2.1,1
000000040,e2g5dA1,1.1.2.1,1
001153497,e3czbA6,1.1.2.1,1
002794557,e7esjA2,1.1.2.1,1
000000018,e1ppyA1,1.1.2.2,1
000000019,e1uhe.1,1.1.2.2,1
001547075,e4cryA1,1.1.2.2,1
000000037,e1bw3A1,1.1.2.3,1
000000029,e1qcsA1,1.1.2.4,1
000000030,e1cr5A1,1.1.2.4,1
000000031,e1cz5A1,1.1.2.4,1
000000032,e1e32A1,1.1.2.4,1
001504903,e4ga5B4,1.1.2.4,1
001883479,e5e7pA5,1.1.2.4,1
002790583,e7dvcA1,1.1.2.4,1
002898751,e7z11C3,1.1.2.4,1
000218540,e3sumA1,1.1.2.5,1
000142351,e3m3gA1,1.1.2.5,1
000349867,e3d30A1,1.1.2.6,1
001147959,e4jjoA1,1.1.2.6,1
001322946,e4pmkA1,1.1.2.6,1
002163888,e5ntbA1,1.1.2.6,1
003010131,e7wvrA1,1.1.2.6,1
000000034,e2engA1,1.1.2.7,1
000000020,e1eu1A1,1.1.2.9,1
000000022,e1kqfA1,1.1.2.9,1
000000023,e1g8kA1,1.1.2.9,1
000000024,e2jioA1,1.1.2.9,1
000000026,e1y5iA1,1.1.2.9,1
000000028,e2fug31,1.1.2.9,1
000198983,e2vpwA2,1.1.2.9,1
000000021,e2iv2X1,1.1.2.9,1
001203994,e2e7zA3,1.1.2.9,1
001684060,e4v4eM1,1.1.2.9,1
002439653,e6cz7A4,1.1.2.9,1
002593735,e2ivfA7,1.1.2.9,1
002619872,e6tg9A3,1.1.2.9,1
002881684,e7p7eG7,1.1.2.9,1
002970357,e8e9gG5,1.1.2.9,1
000000033,e1wlfA1,1.1.2.11,1
001295857,e3wodD6,1.1.2.14,1
001312465,e4bxxA2,1.1.2.14,1
001527182,e4jkrD6,1.1.2.14,1
001641047,e4qiwI3,1.1.2.14,1
002055812,e5n61A7,1.1.2.14,1
002886100,e7s00f1,1.1.2.14,1
002968637,e7ogrA1,1.1.2.14,1
000000036,e1n10A1,1.1.2.18,1
000000035,e1wc2A1,1.1.2.18,1
001681730,e4zm7A1,1.1.2.18,1
001003925,e2yujA1,1.1.2.21,1
000146118,e3ftjA2,1.1.2.22,1
001005501,e3is6A2,1.1.2.22,1
001736246,e5f9qA2,1.1.2.22,1
001842701,e5c59A2,1.1.2.22,1
002387808,e5xu1M2,1.1.2.22,1
000223734,e2j7nA3,1.1.2.23,1
000223733,e2j7nA2,1.1.2.24,1
001953390,e5tw1C6,1.1.2.26,1
002439706,e6dcfC1,1.1.2.26,1
001312459,e4by7B5,1.1.2.27,1
002773891,e6rflB2,1.1.2.27,1
001498208,e1smyC8,1.1.2.50,1
000221950,e4avrA1,1.1.2.51,1
001885535,e5ijlA4,1.1.2.54,1
001807476,e5cuoB2,1.1.2.75,1
001807475,e5cuoB1,1.1.2.76,1
000135016,e2ki8A1,1.1.2.77,1
002776332,e7bkbJ1,1.1.2.77,1
001498255,e4s20C1,1.1.2.78,1
001499162,e3iydC6,1.1.2.78,1
001954224,e5udfA2,1.1.2.79,1
002138588,e5naaA1,1.1.2.79,1
002723185,e7arhE1,1.1.2.79,1
001567466,e4wjtA1,1.1.2,1
001104928,e1ub4C1,1.1.3.1,1
001495194,e2mrnA1,1.1.3.1,1
001948837,e5itjA1,1.1.3.1,1
002469913,e6nklC1,1.1.3.1,1
001097166,e1yfbB2,1.1.3,1
000000045,e1mvfD1,1.1.3,1
000000048,e1n0eA1,1.1.3.2,1
001381789,e2glwA2,1.1.3.8,1
000162789,e2glwA1,1.1.3.8,1
001936093,e5l6lD1,1.1.3.9,1
002574208,e6ifmB1,1.1.3.10,1
002575197,e6ifcD1,1.1.3.10,1
000145725,e3zvkE1,1.1.3,1
002575203,e6ifmF1,1.1.3.12,1
002575198,e6ifcH1,1.1.3.13,1
001290011,e3o27B1,1.1.3.14,1
000159036,e1wu8A2,1.1.4.2,1
000190308,e2cw5A2,1.1.4.2,1
000331480,e2zbvB1,1.1.4.2,1
000332745,e2q6kA1,1.1.4.2,1
001176226,e2f4nA4,1.1.4.2,1
000000049,e1rqpA1,1.1.4.2,1
000138901,e3h96A1,1.1.5.1,1
001695161,e4y9iA1,1.1.5.1,1
000000080,e1y12A1,1.1.5.3,1
000135250,e3he1A1,1.1.5.3,1
000136185,e3eaaA1,1.1.5.3,1
001124583,e4hkhA1,1.1.5.3,1
001503351,e3wx6B1,1.1.5.3,1
001839949,e4w64A1,1.1.5.3,1
002074267,e5urw111,1.1.5.3,1
002468562,e6j0nn1,1.1.5.3,1
002879279,e7fcfA1,1.1.5.3,1
000000068,e1ejeA1,1.1.5.4,1
000000069,e1i0rA1,1.1.5.4,1
000000070,e1uscA1,1.1.5.4,1
000000071,e1rz0A1,1.1.5.4,1
000000072,e1wgbA1,1.1.5.4,1
000135437,e3hmzA1,1.1.5.4,1
000143480,e3rh7A1,1.1.5.4,1
000166626,e3bpkA1,1.1.5.4,1
000169321,e3bnkA1,1.1.5.4,1
000160651,e2d36A1,1.1.5.4,1
000162647,e2d5mA1,1.1.5.4,1
000165422,e2r0xA1,1.1.5.4,1
000166673,e2ecrA1,1.1.5.4,1
000168864,e3e4vA1,1.1.5.4,1
000169881,e3fgeA1,1.1.5.4,1
000164880,e2qckA1,1.1.5.4,1
000260003,e4f07F1,1.1.5.4,1
001064499,e4l82A1,1.1.5.4,1
001140775,e4iraA1,1.1.5.4,1
001291183,e3zocA1,1.1.5.4,1
001389748,e4r82A1,1.1.5.4,1
001519395,e4ywnA1,1.1.5.4,1
001725861,e4z85A1,1.1.5.4,1
002434116,e5zc2B1,1.1.5.4,1
000163486,e2ol5A1,1.1.5.6,1
000184893,e2qwuA1,1.1.5.7,1
001282236,e2qf4A1,1.1.5.8,1
001147765,e2j5uA1,1.1.5.8,1
002103409,e5lp5C1,1.1.5.8,1
002753228,e6zm0AAA1,1.1.5.8,1
002753224,e6zlvA1,1.1.5.8,1
000000257,e1lvmB1,1.1.5.12,1
002095485,e5lacA1,1.1.5.12,1
000000258,e1dy9.1,1.1.5.13,1
002632035,e6p6zA1,1.1.5.13,1
000000256,e1wykA1,1.1.5.14,1
000000260,e1mbmA1,1.1.5.15,1
000374929,e3faoA1,1.1.5.15,1
001834426,e1zyoA1,1.1.5.16,1
002472950,e6ff0A1,1.1.5.16,1
001005520,e3u1i.1,1.1.5.19,1
001122646,e4m9mA1,1.1.5.19,1
001481917,e4r8tB1,1.1.5.19,1
000000264,e2hrvA1,1.1.5.20,1
001148013,e4mg3B1,1.1.5.20,1
001871772,e5kecA2,1.1.5.21,1
000000077,e2rdeA1,1.1.5.21,1
000000078,e1ywuA1,1.1.5.21,1
000138884,e3kyfA1,1.1.5.21,1
000236085,e4i86A1,1.1.5.21,1
000868895,e4fouC1,1.1.5.21,1
001290428,e4p02A2,1.1.5.21,1
001545156,e4rt0A1,1.1.5.21,1
002137681,e5vx6A2,1.1.5.21,1
002389703,e5y6fA2,1.1.5.21,1
000000055,e2vpaA1,1.1.5.25,1
000000058,e2htiA1,1.1.5.25,1
000000066,e2fg9A1,1.1.5.25,1
000000067,e2furA1,1.1.5.25,1
000169966,e3fkhA1,1.1.5.25,1
000431875,e3u5wA1,1.1.5.25,1
001695162,e4ybnA1,1.1.5.25,1
000000061,e2hq9A1,1.1.5.25,1
002485465,e6rk0A1,1.1.5.25,1
000138885,e3kyfA2,1.1.5.32,1
000000079,e2rdeA2,1.1.5.33,1
000185058,e3aqpA3,1.1.5.34,1
002057080,e5mg3D2,1.1.5.34,1
002075772,e5xamA4,1.1.5.34,1
001758326,e3aqoA1,1.1.5.34,1
000000075,e2nr4A1,1.1.5.39,1
000000076,e2ptfA1,1.1.5.39,1
001030996,e2imlA2,1.1.5.39,1
001108188,e3b5mA1,1.1.5.39,1
000184479,e2ducA2,1.1.5.40,1
002872884,e7wkuB2,1.1.5.40,1
001144171,e4ashA1,1.1.5.41,1
001348623,e3wojA1,1.1.5.42,1
000185293,e3h09A1,1.1.5.43,1
001096951,e3szeA1,1.1.5.43,1
001097101,e1wxrA1,1.1.5.43,1
001309427,e4om9A2,1.1.5.43,1
001309013,e3syjA2,1.1.5.43,1
001030994,e2idbA3,1.1.5.44,1
001551784,e4s13B2,1.1.5.44,1
001551803,e4s13H3,1.1.5.44,1
002117154,e5ny5A1,1.1.5.44,1
002453119,e6h6vF3,1.1.5.44,1
002771873,e7ae5E1,1.1.5.44,1
002882175,e7pdaA3,1.1.5.44,1
001291989,e4q63A1,1.1.5.46,1
000146318,e3ph1A1,1.1.5.47,1
000000050,e1flmA1,1.1.5.82,1
000000064,e2hq7A1,1.1.5.82,1
000161435,e2htdA1,1.1.5.82,1
000136189,e3in6A1,1.1.5.82,1
001839060,e5escA1,1.1.5.82,1
000331530,e3ba3B1,1.1.5.83,1
000146121,e3gasA2,1.1.5.84,1
000000062,e1xhnA1,1.1.5.84,1
000000054,e1vl7A1,1.1.5.84,1
000145958,e2arzA2,1.1.5.84,1
001037154,e3dnhA1,1.1.5.84,1
001291625,e4n7rC1,1.1.5.84,1
001695395,e5bncA2,1.1.5.84,1
002709868,e6m09A2,1.1.5.84,1
002713759,e6vnaC1,1.1.5.84,1
000140315,e2l1tA1,1.1.5.85,1
001560729,e4qxzA1,1.1.5.89,1
001923859,e5ew1L1,1.1.5.94,1
000161658,e2i51A1,1.1.5.145,1
000163634,e2ou5A1,1.1.5.145,1
000000063,e2fhqA1,1.1.5.145,1
000168499,e3db0A1,1.1.5.145,1
000165926,e2re7A1,1.1.5.145,1
000168988,e3ec6A1,1.1.5.145,1
000000060,e2i02A1,1.1.5.145,1
000000057,e1rfeA1,1.1.5.145,1
000168805,e3dmbA1,1.1.5.145,1
000323569,e2qeaB1,1.1.5.145,1
000000051,e1dnlA1,1.1.5.145,1
000021141,e1ci0A1,1.1.5.145,1
000000053,e2a2jA1,1.1.5.145,1
001161440,e1wv4A2,1.1.5.145,1
000161432,e2hhzA1,1.1.5.145,1
000000052,e1t9mA1,1.1.5.145,1
000000056,e1w9aA1,1.1.5.145,1
000000065,e2asfA1,1.1.5.145,1
000136801,e3f7eA1,1.1.5.145,1
000161810,e2iabA1,1.1.5.145,1
001698042,e4zkyA1,1.1.5.145,1
001839979,e5iv5W1,1.1.5.146,1
001285574,e4k1tA1,1.1.5.147,1
000000223,e1lcyA1,1.1.5.147,1
000260172,e1l1jA1,1.1.5.147,1
001309280,e1y8tB1,1.1.5.147,1
001736844,e5hmaA1,1.1.5.147,1
000000218,e1agjA1,1.1.5.147,1
000022093,e1p3eA1,1.1.5.147,1
000170199,e3cp7A1,1.1.5.147,1
001161426,e4flnC6,1.1.5.147,1
000000219,e2o8lA1,1.1.5.147,1
000000224,e2qf3A1,1.1.5.147,1
000000225,e2z9iA1,1.1.5.147,1
002129789,e5y09B2,1.1.5.147,1
001837224,e4dy7A1,1.1.5.148,1
001837144,e4bohB1,1.1.5.148,1
001839977,e5iv5R1,1.1.5.151,1
000000241,e1ltoA1,1.1.5.153,1
001310585,e2xrcB6,1.1.5.153,1
001145733,e4lk4A1,1.1.5.153,1
002411954,e6bqmA1,1.1.5.153,1
001948937,e5lklB4,1.1.5.156,1
000162092,e2ig6A1,1.1.5.175,1
001141895,e3e6p.1,1.1.5.177,1
000185434,e3nxpA2,1.1.5.198,1
000022652,e2hnt.1,1.1.5.198,1
001891608,e5ejlA2,1.1.5.200,1
000134018,e2w5eA1,1.1.5.202,1
002868330,e7uxgA1,1.1.5.203,1
002875136,e6z48H1,1.1.5.203,1
001871771,e5kecA1,1.1.5.204,1
002468475,e6j0ba1,1.1.5.206,1
002471631,e6raoA1,1.1.5.207,1
002387781,e5ngjA1,1.1.5.208,1
002394379,e5ngjB2,1.1.5.208,1
002387782,e5ngjA2,1.1.5.209,1
002389702,e5y6fA1,1.1.5.210,1
002137680,e5vx6A1,1.1.5.211,1
002471637,e6raoF1,1.1.5.212,1
000164720,e2q9kA1,1.1.5.213,1
002326941,e6bdcA1,1.1.5.214,1
001557786,e4yx1A1,1.1.10.2,1
001562566,e4tt9A1,1.1.10.2,1
000149188,e3uepA1,1.1.10.3,1
001557787,e4yx5A1,1.1.10.3,1
002388253,e5xrwA1,1.1.10.3,1
000000085,e1o9yA1,1.1.10,1
000000082,e1o6aA1,1.1.10,1
001558566,e4yx7A1,1.1.10.4,1
001557789,e4yxbB2,1.1.10.5,1
001414910,e4d2iB1,1.1.7.1,1
000000117,e1bd0A1,1.1.7.2,1
000000118,e1rcqA1,1.1.7.2,1
000000119,e1vfsA1,1.1.7.2,1
000137542,e3kw3A2,1.1.7.2,1
000143615,e3s46A2,1.1.7.2,1
000149477,e4eclA2,1.1.7.2,1
001140154,e4bf5A1,1.1.7.2,1
001213183,e3co8B4,1.1.7.2,1
001294352,e4lusA1,1.1.7.2,1
002417681,e5zl6A2,1.1.7.2,1
000146350,e3qsqA1,1.1.7.4,1
000146385,e3ts3A1,1.1.7.5,1
000000124,e2jdiA1,1.1.7.6,1
000000125,e2jdiD1,1.1.7.6,1
000377720,e2wssL1,1.1.7.6,1
001005030,e3w3aD1,1.1.7.6,1
001213096,e3ssaB12,1.1.7.6,1
001553979,e3j9tB3,1.1.7.6,1
001680679,e4xd7D3,1.1.7.6,1
001685094,e5bn3A2,1.1.7.6,1
001693826,e5araC1,1.1.7.6,1
002161973,e6f5dB1,1.1.7.6,1
002799549,e7nkdE1,1.1.7.6,1
002810118,e7nkdF1,1.1.7.6,1
000000128,e3ctaA1,1.1.7.8,1
000000129,e2vbuA1,1.1.7.8,1
000138042,e3llxA2,1.1.7.9,1
000421919,e3anvA1,1.1.7.9,1
001514661,e4v15A2,1.1.7.9,1
001806496,e3gwqB1,1.1.7.9,1
003015777,e7yqaB1,1.1.7.9,1
000000210,e2d9rA1,1.1.7.11,1
001140341,e4hizA3,1.1.7.14,1
000000103,e1fdrA1,1.1.7.16,1
000000104,e1a8pA1,1.1.7.16,1
000000105,e1qfjA1,1.1.7.16,1
000000106,e1umkA1,1.1.7.16,1
000000107,e2piaA1,1.1.7.16,1
000000108,e1krhA1,1.1.7.16,1
000000109,e1ep3B1,1.1.7.16,1
000000110,e1cqxA1,1.1.7.16,1
000000111,e1tvcA1,1.1.7.16,1
000153856,e4g1bA3,1.1.7.16,1
001447934,e4p6vF2,1.1.7.16,1
001567470,e4ylfA1,1.1.7.16,1
001684231,e4wqmA2,1.1.7.16,1
001918525,e5tr9A2,1.1.7.16,1
002055230,e5gv7A1,1.1.7.16,1
002088107,e5o0xA1,1.1.7.16,1
002389026,e5ogxA3,1.1.7.16,1
002455725,e6o0aA3,1.1.7.16,1
002516377,e6mv1A1,1.1.7.16,1
002629724,e6kbhA4,1.1.7.16,1
002755046,e7c3aC1,1.1.7.16,1
002885670,e7romA2,1.1.7.16,1
000160827,e2gpjA2,1.1.7.17,1
001566854,e4yhbB1,1.1.7.17,1
002499653,e6k2lA1,1.1.7.17,1
002605047,e6tekA1,1.1.7.17,1
002770405,e7lrnB2,1.1.7.17,1
000000126,e1n08A1,1.1.7.18,1
000000127,e1mrzA1,1.1.7.18,1
000140825,e3op1A1,1.1.7.18,1
000166643,e3bnwA1,1.1.7.18,1
001545225,e4uzeA1,1.1.7.18,1
001684822,e4c20B3,1.1.7.19,1
000000148,e2ey4C1,1.1.7.20,1
000165767,e2eqnA1,1.1.7.20,1
000184078,e3u28C1,1.1.7.20,1
000195827,e2v3mA1,1.1.7.20,1
000000136,e1g7sA1,1.1.7.21,1
001318160,e4upyB2,1.1.7.21,1
001543199,e3j81k1,1.1.7.21,1
001732259,e5ganC5,1.1.7.21,1
001756809,e3jb9B1,1.1.7.21,1
000000137,e1g7sA2,1.1.7.22,1
001318162,e4upyB4,1.1.7.22,1
001443584,e4v8zCV2,1.1.7.22,1
000000120,e7odcA1,1.1.7.27,1
000163757,e2nv9A2,1.1.7.27,1
000323520,e2plkA1,1.1.7.27,1
000000121,e1hkvA1,1.1.7.27,1
000000122,e1knwA1,1.1.7.27,1
000147414,e3vabA1,1.1.7.27,1
000000123,e1twiA1,1.1.7.27,1
001160099,e2j66A4,1.1.7.27,1
001160101,e3mt1A4,1.1.7.27,1
001160347,e3n29A4,1.1.7.27,1
001212707,e1szrA4,1.1.7.27,1
001304355,e1njjB4,1.1.7.27,1
001310724,e4aibA2,1.1.7.27,1
001807414,e3n2oA1,1.1.7.27,1
001807418,e3nzpB1,1.1.7.27,1
002475338,e6n2aA1,1.1.7.27,1
002546510,e6n2hA1,1.1.7.27,1
002552698,e6knhA2,1.1.7.27,1
002705941,e7kh2B1,1.1.7.27,1
002756220,e7jpjA2,1.1.7.27,1
000000146,e1sqrA1,1.1.7.31,1
000141761,e3izrj1,1.1.7.31,1
001291316,e4cuwf1,1.1.7.31,1
001442621,e4v8pAH1,1.1.7.31,1
001806542,e4v6wCf1,1.1.7.31,1
002512484,e6rm3LFF1,1.1.7.31,1
002678843,e6zu5LFF1,1.1.7.31,1
002855773,e7pwgf1,1.1.7.31,1
000000147,e2f1lA1,1.1.7.32,1
000134924,e3h9nA1,1.1.7.32,1
000138983,e3a1pA1,1.1.7.32,1
000164974,e2qggA1,1.1.7.32,1
000000271,e1xqbA1,1.1.7.34,1
000140548,e3okxA1,1.1.7.34,1
000162653,e2nv4A1,1.1.7.34,1
002723205,e7btuA1,1.1.7.34,1
001160234,e2v4dL9,1.1.7.35,1
001002476,e3ne5B3,1.1.7.35,1
002904840,e6vejP2,1.1.7.35,1
001166485,e4b3fX4,1.1.7.38,1
000184969,e2wjvA4,1.1.7.40,1
001396669,e2xzlA1,1.1.7.40,1
001142005,e4n0nA3,1.1.7.41,1
000185120,e3cmmA4,1.1.7.45,1
001851170,e4ac9C4,1.1.7.46,1
001495178,e4pj3A2,1.1.7.47,1
001144746,e3n99A1,1.1.7.51,1
000000274,e1vf7A1,1.1.7.53,1
001630785,e2f1mD2,1.1.7.53,1
000160818,e2glfA1,1.1.7.54,1
000000094,e1y7eA1,1.1.7.54,1
001139526,e4emeA2,1.1.7.54,1
001392833,e2ijzA1,1.1.7.54,1
001678165,e4r8fA2,1.1.7.54,1
000000092,e1vhoA1,1.1.7.55,1
000000093,e1y0yA1,1.1.7.55,1
000000095,e2greA1,1.1.7.55,1
000000096,e1yloA1,1.1.7.55,1
000000097,e2fvgA1,1.1.7.55,1
000174909,e3kl9A1,1.1.7.55,1
001694191,e5ds0B1,1.1.7.55,1
000000149,e2e1bA1,1.1.7.56,1
001298753,e3wqyA3,1.1.7.56,1
001005534,e3w1eA3,1.1.7.57,1
001789465,e3jc8Ta2,1.1.7.57,1
000184985,e2x6wA2,1.1.7.58,1
001096987,e4kksA2,1.1.7.59,1
001002475,e3ne5B2,1.1.7.59,1
001145751,e3lnnA2,1.1.7.59,1
001503106,e4dk1D2,1.1.7.59,1
001509017,e4dk1B2,1.1.7.59,1
001313622,e4tkoB1,1.1.7.59,1
001070260,e4l8jA3,1.1.7.59,1
001647795,e3fppB2,1.1.7.59,1
002142356,e5xu0A1,1.1.7.59,1
002886946,e7sgrG1,1.1.7.59,1
001409596,e2bf4B4,1.1.7.64,1
001948619,e5gxuA1,1.1.7.64,1
000381064,e3jqpB2,1.1.7.64,1
001030856,e1ddgA3,1.1.7.64,1
001030863,e1f20A3,1.1.7.64,1
001030882,e1ja1A4,1.1.7.64,1
001160073,e4dqlA5,1.1.7.64,1
001160076,e2qtlA5,1.1.7.64,1
000000102,e2bmwA1,1.1.7.64,1
000167387,e2rc5A1,1.1.7.64,1
000153873,e4he6A1,1.1.7.65,1
001292011,e4kbxA2,1.1.7.66,1
000000138,e1d1nA1,1.1.7.67,1
000158849,e2crvA1,1.1.7.67,1
001842581,e5iw7A2,1.1.7.75,1
002419800,e5wwnA5,1.1.7.75,1
001842583,e5iw7A4,1.1.7.76,1
002049690,e5wyjB12,1.1.7.76,1
000000140,e1xe1A1,1.1.7.125,1
000000130,e2c78A1,1.1.7.125,1
000000131,e1jnyA1,1.1.7.125,1
000000135,e1kk1A1,1.1.7.125,1
000000139,e1r5bA1,1.1.7.125,1
000000143,e1zunB1,1.1.7.125,1
001167040,e3mcaA5,1.1.7.125,1
001389178,e3izq12,1.1.7.125,1
001393180,e3j5yB3,1.1.7.125,1
001688247,e4zu9A2,1.1.7.125,1
001851168,e4ac9C2,1.1.7.125,1
001891421,e5izlA2,1.1.7.125,1
001921168,e5lzbz6,1.1.7.125,1
001924818,e5lzwjj1,1.1.7.125,1
001139839,e4kktD1,1.1.7.126,1
001070261,e4l8jA4,1.1.7.126,1
001503105,e4dk1D1,1.1.7.126,1
001145750,e3lnnA1,1.1.7.126,1
001543664,e4dk1A2,1.1.7.126,1
001856556,e5a4gA1,1.1.7.126,1
002077192,e5nikD2,1.1.7.126,1
002904839,e6vejP1,1.1.7.126,1
001756829,e3jb9X4,1.1.7.127,1
001569033,e4zciB4,1.1.7.128,1
000000134,e1n0uA1,1.1.7.128,1
000000133,e2dy1A1,1.1.7.128,1
001031074,e3izyP2,1.1.7.128,1
001031102,e3zztA1,1.1.7.128,1
001145924,e4kjzC3,1.1.7.128,1
001394283,e2o0fA1,1.1.7.128,1
001651657,e3j25A4,1.1.7.128,1
001697863,e5anbK2,1.1.7.128,1
001725499,e3jcex2,1.1.7.128,1
002323833,e5h7kA2,1.1.7.128,1
002641483,e6ydpBC1,1.1.7.128,1
002734605,e7nshBC2,1.1.7.128,1
002881234,e7oydv4,1.1.7.128,1
002987715,e8dmfA5,1.1.7.128,1
000000144,e1vqoB1,1.1.7.129,1
000141700,e3izrC1,1.1.7.129,1
001307430,e2b66E1,1.1.7.129,1
001436790,e4v6uBC1,1.1.7.129,1
001291893,e1vw3C1,1.1.7.129,1
001949793,e4ce4E1,1.1.7.129,1
001949796,e3cf5B1,1.1.7.129,1
001949982,e3j7yE1,1.1.7.129,1
001951793,e3j9zLX1,1.1.7.129,1
001955371,e4v61BF1,1.1.7.129,1
002044242,e4v47AB1,1.1.7.129,1
002141571,e6em5B1,1.1.7.129,1
002150255,e6em1B1,1.1.7.129,1
002388729,e6gc7D1,1.1.7.129,1
002617525,e6xywAc1,1.1.7.129,1
002832924,e7qh6E1,1.1.7.129,1
001714473,e5eanA3,1.1.7.130,1
000000116,e2ajtA1,1.1.7.181,1
000000098,e1i8dA1,1.1.7.182,1
000000100,e1kzlA1,1.1.7.182,1
000000101,e1kzlA2,1.1.7.182,1
000376641,e3a35B1,1.1.7.182,1
000376642,e3a35B2,1.1.7.182,1
001160388,e4fxuB5,1.1.7.182,1
002896441,e7wuoA1,1.1.7.182,1
002049692,e5wyjB14,1.1.7.183,1
001563514,e4zkdA2,1.1.7.184,1
001891423,e5izlA4,1.1.7.185,1
001906574,e5izkA1,1.1.7.185,1
001685099,e5bn3B3,1.1.7.186,1
000000212,e2nwtA1,1.1.7,1
002448699,e6njoD2,1.1.7.188,1
002527342,e6jytA3,1.1.7.189,1
001637474,e2dpyA3,1.1.7.190,1
002323865,e5n2eA3,1.1.7.191,1
002488620,e3cpxA2,1.1.7.192,1
002073543,e5mznA2,1.1.7.193,1
002420855,e5xq3A1,1.1.7.194,1
002092589,e5wwpB3,1.1.7.195,1
002577490,e6jdsA3,1.1.7.196,1
002990857,e8esqB1,1.1.7.200,1
002990902,e8esrB1,1.1.7.201,1
002990975,e8etcB1,1.1.7.201,1
000000152,e1kk1A2,1.1.8.1,1
001543200,e3j81k2,1.1.8.1,1
000000156,e1pj5A1,1.1.8.2,1
000000159,e1vloA1,1.1.8.2,1
000000160,e1v5vA1,1.1.8.2,1
000145874,e3tfhA2,1.1.8.2,1
000134079,e3girA1,1.1.8.2,1
001165612,e3ttgA6,1.1.8.2,1
001586832,e4paaA1,1.1.8.2,1
001823202,e2gagA3,1.1.8.2,1
002066827,e5tl4A3,1.1.8.2,1
000000150,e2c78A2,1.1.8.3,1
001851169,e4ac9C3,1.1.8.5,1
000119179,e1r5bA2,1.1.8.6,1
000000151,e1f60A2,1.1.8.6,1
000000155,e1zunB2,1.1.8.6,1
000140913,e3mcaA2,1.1.8.6,1
001389179,e3izq13,1.1.8.6,1
001924819,e5lzwjj2,1.1.8.6,1
000000157,e1vlyA1,1.1.8.8,1
000223717,e2hmaA1,1.1.8.9,1
001891422,e5izlA3,1.1.8.10,1
000198403,e2elfA3,1.1.8.10,1
001688248,e4zu9A3,1.1.8.10,1
001921167,e5lzbz5,1.1.8.10,1
001890444,e5izkB1,1.1.8.10,1
001562394,e4unmB1,1.1.8.21,1
001562166,e4zkeA2,1.1.8.23,1
001842582,e5iw7A3,1.1.8.39,1
002049691,e5wyjB13,1.1.8.39,1
002085915,e5wwnA3,1.1.8.39,1
002410116,e5oliA2,1.1.8.40,1
